ID Punto;Iluminación;¿Qué veo?;Visibilidad;Presencia de personas;Seguridad;Estado del Sendero;Transporte;Presencia mixta;Índice de seguridad;Dirección;Código Localidad;Nombre Localidad;Coordenada X;Coordenada Y
15394;Poca;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Bajo;;01;Usaquén;-74,03820000030;4,70450000092
15395;Suficiente;Bastante visible;Algunos miran;Pocas personas;Minima;Bueno;Cerca;No hay diversidad;Medio;Auto Norte - CL 95, Bogotá, Colombia;02;Chapinero;-74,05700000000;4,68530000001
15396;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Barrios Unidos, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,07400000000;4,66829999909
15397;Poca;Bastante visible;No miran;Desierto;Ninguna;Justo;Muy Cerca;No hay diversidad;Bajo;Barrios Unidos, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,08590000030;4,66569999978
15398;Brillante;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;;01;Usaquén;-74,03730000000;4,70399999991
15399;Suficiente;Bastante visible;Algunos miran;Pocas personas;Moderada;Bueno;Muy Cerca;No hay diversidad;Alto;Calle 100 C - 3, Bogotá, Colombia;02;Chapinero;-74,05719999970;4,68439999968
15400;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;Paradero Público SITP 003A04, Ac 72 #52-00, Bogotá, Bogotá, Colombia;12;Barrios Unidos;-74,07510000000;4,66909999959
15401;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Barrios Unidos, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,08619999980;4,66499999911
15402;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;;01;Usaquén;-74,03710000030;4,70470000058
15403;Suficiente;Bastante visible;Algunos miran;Desierto;Minima;Justo;Muy Cerca;No hay diversidad;Medio;Calle 100 A - 4 6, Bogotá, Colombia;02;Chapinero;-74,05740000030;4,68339999951
15404;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;AC 72 - Kr 53, Bogotá, Colombia;12;Barrios Unidos;-74,07610000020;4,66980000027
15405;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Bajo;AK 60 - Cl 63A, Bogotá, Colombia;12;Barrios Unidos;-74,08679999970;4,66400000080
15406;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;;01;Usaquén;-74,03620000000;4,70399999991
15407;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Chicó Norte III, Bogotá, Bogotá, Colombia;02;Chapinero;-74,05750000010;4,68239999935
15408;Brillante;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Barrios Unidos, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,07710000030;4,67060000077
15409;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Bajo;Br. La Esmeralda, Bogotá, Bogotá, Colombia;12;Barrios Unidos;-74,08720000000;4,66310000047
15410;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;;01;Usaquén;-74,03579999970;4,70429999940
15411;Suficiente;Bastante visible;Algunos miran;Pocas personas;Minima;Justo;A distancia;No hay diversidad;Medio;Chicó Norte III, Bogotá, Bogotá, Colombia;02;Chapinero;-74,05779999960;4,68139999919
15412;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;AC 72 - Kr 57A, Bogotá, Colombia;12;Barrios Unidos;-74,07789999990;4,67119999975
15413;Brillante;Bastante visible;No miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;Br. La Esmeralda, Bogotá, Bogotá, Colombia;12;Barrios Unidos;-74,08750000040;4,66229999997
15414;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Bajo;AC 127 - KR 11 Bis A, Bogotá, Colombia;01;Usaquén;-74,03459999990;4,70380000025
15415;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Ninguno;A distancia;No hay diversidad;Muy bajo;Chicó Norte III, Bogotá, Bogotá, Colombia;01;Usaquén;-74,05700000000;4,68700000085
15416;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;Muy Cerca;No hay diversidad;Medio;AC 72 - Kr 57B, Bogotá, Colombia;12;Barrios Unidos;-74,07880000030;4,67190000042
15417;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AK 60 - AC 63, Bogotá, Colombia;12;Barrios Unidos;-74,08779999990;4,66149999946
15418;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;AC 127 - KR 11 Bis A, Bogotá, Colombia;01;Usaquén;-74,03510000000;4,70360000059
15419;Brillante;Bastante visible;No miran;Pocas personas;Ninguna;Justo;Cerca;No hay diversidad;Medio;Barrios Unidos, Bogotá, Bogota, Colombia;11;Suba;-74,05810000000;4,68720000051
15420;Suficiente;Bastante visible;Muchos miran;Desierto;Minima;Justo;Muy Cerca;No hay diversidad;Medio;Barrios Unidos, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,07969999970;4,67270000093
15421;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Bajo;Br. La Esmeralda, Bogotá, Bogotá, Colombia;12;Barrios Unidos;-74,08839999980;4,66049999930
15422;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Multicentro, Bogotá, Bogota, Colombia;01;Usaquén;-74,03369999960;4,70309999958
15423;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Barrios Unidos, Bogotá, Bogota, Colombia;11;Suba;-74,05929999980;4,68750000000
15424;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Medio;San Fernando Occidental, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,08050000020;4,67329999991
15425;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Br. La Esmeralda, Bogotá, Bogotá, Colombia;13;Teusaquillo;-74,08899999970;4,65970000066
15426;Poca;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Multicentro, Bogotá, Bogota, Colombia;01;Usaquén;-74,03519999980;4,70280000009
15427;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AC 100 - Kr 47A, Bogotá, Colombia;11;Suba;-74,06049999970;4,68769999966
15428;Suficiente;Bastante visible;Algunos miran;Desierto;Moderada;Justo;Muy Cerca;No hay diversidad;Medio;AC 72 - Kr 62, Bogotá, Colombia;12;Barrios Unidos;-74,08129999970;4,67390000075
15429;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Br. La Esmeralda, Bogotá, Bogotá, Colombia;12;Barrios Unidos;-74,08829999990;4,65909999982
15430;Brillante;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;AK 9 - Cl 125, Bogotá, Colombia;01;Usaquén;-74,03380000030;4,70209999941
15431;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Medio;San Patricio, Bogotá, Bogota, Colombia;01;Usaquén;-74,05130000040;4,68590000086
15432;Brillante;Bastante visible;Algunos miran;Desierto;Minima;Justo;Cerca;No hay diversidad;Medio;Kr 64 - Cl 72 A, Bogotá, Colombia;12;Barrios Unidos;-74,08220000010;4,67459999956
15433;Brillante;Bastante visible;No miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Br. La Esmeralda, Bogotá, Bogotá, Colombia;12;Barrios Unidos;-74,08810000030;4,66019999981
15434;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;Multicentro, Bogotá, Bogota, Colombia;01;Usaquén;-74,03419999960;4,70109999925
15435;Suficiente;Bastante visible;Muchos miran;Pocas personas;Minima;Justo;Muy Cerca;No hay diversidad;Alto;AC 100 - Kr 16, Bogotá, Colombia;01;Usaquén;-74,04999999980;4,68559999950
15436;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Kr 65 - AC 72, Bogotá, Colombia;12;Barrios Unidos;-74,08310000040;4,67530000024
15437;Brillante;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AK 60 - AC 63, Bogotá, Colombia;12;Barrios Unidos;-74,08760000020;4,66129999980
15438;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Multicentro, Bogotá, Bogota, Colombia;01;Usaquén;-74,03529999960;4,70209999941
15439;Poca;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;San Patricio, Bogotá, Bogota, Colombia;01;Usaquén;-74,04870000020;4,68539999984
15440;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Barrios Unidos, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,08380000010;4,67579999939
15441;Brillante;Bastante visible;No miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;Br. La Esmeralda, Bogotá, Bogotá, Colombia;12;Barrios Unidos;-74,08710000010;4,66229999997
15442;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Multicentro, Bogotá, Bogota, Colombia;01;Usaquén;-74,03529999960;4,70209999941
15443;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Ninguno;Cerca;No hay diversidad;Bajo;El Pedregal, Bogotá, Bogota, Colombia;01;Usaquén;-74,04770000000;4,68520000018
15444;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Sietede Agosto, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,07419999970;4,65650000051
15445;Brillante;Bastante visible;No miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AK 60 - Cl 63A, Bogotá, Colombia;12;Barrios Unidos;-74,08660000000;4,66339999996
15446;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Muy Cerca;No hay diversidad;Medio;AK 11 - Cl 123, Bogotá, Colombia;01;Usaquén;-74,03479999960;4,70050000027
15447;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;Muy Cerca;No hay diversidad;Medio;AK 15 - Cl 98, Bogotá, Colombia;02;Chapinero;-74,04820000010;4,68439999968
15448;Brillante;Bastante visible;No miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Barrios Unidos, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,08610000000;4,66459999979
15449;Suficiente;Bastante visible;Algunos miran;Pocas personas;Moderada;Justo;A distancia;No hay diversidad;Medio;Multicentro, Bogotá, Bogota, Colombia;01;Usaquén;-74,03620000000;4,70189999975
15450;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AK 15 - Cl 98, Bogotá, Colombia;02;Chapinero;-74,04839999970;4,68370000087
15451;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Modelo, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,07919999960;4,66699999943
15452;Suficiente;Bastante visible;Algunos miran;Desierto;Minima;Bueno;Muy Cerca;No hay diversidad;Medio;AK 15 - Cl 97, Bogotá, Colombia;02;Chapinero;-74,04849999960;4,68300000019
15453;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Multicentro, Bogotá, Bogota, Colombia;01;Usaquén;-74,03579999970;4,70099999942
15454;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;Cerca;No hay diversidad;Medio;Modelo, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,08009999990;4,66679999977
15455;Suficiente;Bastante visible;Algunos miran;Desierto;Minima;Bueno;Muy Cerca;No hay diversidad;Medio;AK 15 - Cl 97, Bogotá, Colombia;02;Chapinero;-74,04849999960;4,68300000019
15456;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Modelo, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,08069999980;4,66599999927
15457;Poca;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Multicentro, Bogotá, Bogota, Colombia;01;Usaquén;-74,03699999950;4,70189999975
15458;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;AK 15 - Cl 97, Bogotá, Colombia;02;Chapinero;-74,04820000010;4,68229999952
15459;Suficiente;Bastante visible;Algunos miran;Pocas personas;Minima;Bueno;Cerca;No hay diversidad;Medio;Modelo, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,07890000010;4,66650000028
15460;Suficiente;Bastante visible;Algunos miran;Pocas personas;Moderada;Justo;A distancia;No hay diversidad;Medio;Multicentro, Bogotá, Bogota, Colombia;01;Usaquén;-74,03730000000;4,70130000077
15461;Brillante;Bastante visible;Muchos miran;Pocas personas;Minima;Justo;Cerca;No hay diversidad;Alto;San Miguel, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,07930000030;4,66559999995
15462;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Multicentro, Bogotá, Bogota, Colombia;01;Usaquén;-74,03789999990;4,70069999993
15463;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AK 15 - Cl 97, Bogotá, Colombia;02;Chapinero;-74,04899999960;4,68229999952
15464;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;A distancia;Hay diversidad;Alto;San Miguel, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,07990000020;4,66479999945
15465;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Multicentro, Bogotá, Bogota, Colombia;01;Usaquén;-74,03890000000;4,70069999993
15466;Brillante;Bastante visible;Algunos miran;Desierto;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;AK 15 - Cl 95, Bogotá, Colombia;02;Chapinero;-74,04949999970;4,68139999919
15467;Poca;Bastante visible;Algunos miran;Pocas personas;Minima;Justo;A distancia;No hay diversidad;Bajo;San Miguel, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,08060000000;4,66389999911
15468;Brillante;Bastante visible;Algunos miran;Pocas personas;Minima;Bueno;A distancia;No hay diversidad;Medio;Santa Barbara Central, Bogotá, Bogota, Colombia;01;Usaquén;-74,03990000020;4,70030000061
15469;Suficiente;Bastante visible;Algunos miran;Pocas personas;Minima;Justo;Cerca;No hay diversidad;Medio;Chico, Bogotá, Bogota, Colombia;02;Chapinero;-74,05020000040;4,68099999987
15470;Poca;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;No está disponible;No hay diversidad;Bajo;San Miguel, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,08139999960;4,66279999912
15471;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;A distancia;Hay algo de diversidad;Medio;Santa Barbara Central, Bogotá, Bogota, Colombia;01;Usaquén;-74,03990000020;4,69950000010
15472;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Chico, Bogotá, Bogota, Colombia;02;Chapinero;-74,05080000030;4,68070000038
15473;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;A distancia;No hay diversidad;Bajo;San Miguel, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,08179999980;4,66180000082
15474;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Chico, Bogotá, Bogota, Colombia;02;Chapinero;-74,05179999950;4,68090000004
15475;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;A distancia;No hay diversidad;Medio;San Miguel, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,08090000040;4,66129999980
15476;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Chico, Bogotá, Bogota, Colombia;02;Chapinero;-74,05269999990;4,68060000055
15477;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;San Felipe, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06360000000;4,66139999963
15478;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Chico, Bogotá, Bogota, Colombia;02;Chapinero;-74,05300000030;4,68019999936
15479;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Kr 20 B - Cl 73, Bogotá, Colombia;12;Barrios Unidos;-74,06309999990;4,66229999997
15480;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Ninguno;No está disponible;No hay diversidad;Muy bajo;Chico, Bogotá, Bogota, Colombia;02;Chapinero;-74,05630000030;4,68009999953
15481;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;San Felipe, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06259999980;4,66310000047
15482;Poca;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Bajo;Villaluz, Bogotá, Bogota, Colombia;10;Engativá;-74,10850000010;4,68539999984
15483;Ninguna;Bastante visible;No miran;Desierto;Ninguna;Ninguno;No está disponible;No hay diversidad;Muy bajo;DG 92 - Tv 91, Bogotá, Colombia;02;Chapinero;-74,05530000010;4,68070000038
15484;Suficiente;Bastante visible;Algunos miran;Desierto;Minima;Bueno;Muy Cerca;No hay diversidad;Medio;Kr 20 B - Cl 75, Bogotá, Colombia;12;Barrios Unidos;-74,06190000010;4,66330000013
15485;Poca;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;Cerca;Hay diversidad;Medio;Villaluz, Bogotá, Bogota, Colombia;10;Engativá;-74,10929999970;4,68539999984
15486;Ninguna;Bastante visible;No miran;Desierto;Ninguna;Ninguno;No está disponible;No hay diversidad;Muy bajo;DG 92 - Tv 20, Bogotá, Colombia;02;Chapinero;-74,05439999980;4,68139999919
15487;Suficiente;Bastante visible;Algunos miran;Desierto;Minima;Bueno;Cerca;No hay diversidad;Medio;Calle 76 A - 1, Bogotá, Colombia;12;Barrios Unidos;-74,06190000010;4,66259999946
15488;Poca;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Villaluz, Bogotá, Bogota, Colombia;10;Engativá;-74,10950000030;4,68610000052
15489;Poca;Bastante visible;No miran;Desierto;Ninguna;Ninguno;No está disponible;No hay diversidad;Muy bajo;Chapinero, Bogotá, Bogota, Colombia;02;Chapinero;-74,05350000040;4,68200000003
15490;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Bajo;Kr 20A - Cl 74, Bogotá, Colombia;12;Barrios Unidos;-74,06240000020;4,66229999997
15491;Brillante;Bastante visible;No miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AV. C. de Cali - AC 63, Bogotá, Colombia;10;Engativá;-74,11400000010;4,68429999985
15492;Suficiente;Bastante visible;No miran;Pocas personas;Ninguna;Bueno;A distancia;Hay diversidad;Medio;San Marcos, Bogotá, Bogota, Colombia;10;Engativá;-74,10890000030;4,68710000068
15493;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;A distancia;No hay diversidad;Bajo;San Patricio, Bogotá, Bogota, Colombia;02;Chapinero;-74,05250000020;4,68260000087
15494;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;San Felipe, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06319999970;4,66300000064
15495;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;Hay diversidad;Alto;CL 64B Bis - AV. C. de Cali, Bogotá, Colombia;10;Engativá;-74,11330000030;4,68520000018
15496;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;Kr 83 - Cl 65C, Bogotá, Colombia;10;Engativá;-74,10850000010;4,68799999915
15497;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;DG 92 - Tv 17, Bogotá, Colombia;02;Chapinero;-74,05150000010;4,68290000036
15498;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;San Felipe, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06319999970;4,66379999928
15499;Brillante;Bastante visible;No miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AV. C. de Cali - CL 64G, Bogotá, Colombia;10;Engativá;-74,11249999980;4,68610000052
15500;Brillante;Bastante visible;No miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;San Marcos, Bogotá, Bogota, Colombia;10;Engativá;-74,10749999990;4,68859999999
15501;Poca;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;San Felipe, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06290000030;4,66459999979
15502;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;Chico, Bogotá, Bogota, Colombia;02;Chapinero;-74,05049999990;4,68339999951
15503;Brillante;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;AV. C. de Cali - CL 64G BIS, Bogotá, Colombia;10;Engativá;-74,11170000020;4,68700000085
15504;Brillante;Bastante visible;Muchos miran;Desierto;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;San Marcos, Bogotá, Bogota, Colombia;10;Engativá;-74,10670000040;4,68769999966
15505;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Medio;San Felipe, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06240000020;4,66499999911
15506;Brillante;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;Hay diversidad;Alto;Engativá, Bogotá, Bogota, Colombia;10;Engativá;-74,11089999970;4,68779999949
15507;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Chico, Bogotá, Bogota, Colombia;02;Chapinero;-74,04949999970;4,68390000053
15508;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;San Marcos, Bogotá, Bogota, Colombia;10;Engativá;-74,10809999980;4,68909999914
15509;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;San Felipe, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06219999960;4,66599999927
15510;Brillante;Bastante visible;No miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;Av. C. de Cali - CL 65 Bis, Bogotá, Colombia;10;Engativá;-74,11000000030;4,68859999999
15511;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Justo;Muy Cerca;No hay diversidad;Bajo;AK 15 - Cl 98, Bogotá, Colombia;02;Chapinero;-74,04870000020;4,68439999968
15512;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;La Clarita, Bogotá, Bogota, Colombia;10;Engativá;-74,10749999990;4,68940000050
15513;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;San Felipe, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06309999990;4,66650000028
15514;Brillante;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;Hay diversidad;Alto;Engativá, Bogotá, Bogota, Colombia;10;Engativá;-74,10929999970;4,68950000033
15515;Suficiente;Bastante visible;Algunos miran;Pocas personas;Minima;Justo;Cerca;No hay diversidad;Medio;AC 100 - Kr 16, Bogotá, Colombia;02;Chapinero;-74,04939999990;4,68520000018
15516;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Muy Cerca;No hay diversidad;Medio;La Clarita, Bogotá, Bogota, Colombia;10;Engativá;-74,10759999980;4,69009999931
15517;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;San Felipe, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06400000020;4,66640000045
15518;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;San Marcos, Bogotá, Bogota, Colombia;10;Engativá;-74,10840000030;4,68920000084
15519;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Cerca;No hay diversidad;Medio;La Clarita, Bogotá, Bogota, Colombia;10;Engativá;-74,10670000040;4,69089999981
15520;Poca;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;San Felipe, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06460000020;4,66550000012
15521;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;Kr 83 - Cl 65C, Bogotá, Colombia;10;Engativá;-74,10809999980;4,68850000016
15522;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Medio;La Clarita, Bogotá, Bogota, Colombia;10;Engativá;-74,10589999980;4,69180000015
15523;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;San Felipe, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06510000020;4,66459999979
15524;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Kr 83 - Cl 65C, Bogotá, Colombia;10;Engativá;-74,10890000030;4,68850000016
15525;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Engativá, Bogotá, Bogota, Colombia;10;Engativá;-74,10529999990;4,69270000048
15526;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Medio;San Felipe, Bogotá, Bogota, Colombia;12;Barrios Unidos;-74,06379999970;4,66339999996
15527;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;San Marcos, Bogotá, Bogota, Colombia;10;Engativá;-74,10969999990;4,68830000050
15528;Poca;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Cerca;No hay diversidad;Medio;Santa Helenita, Bogotá, Bogota, Colombia;10;Engativá;-74,10460000020;4,69349999912
